# Residuals  
# Time       	Ux           	p_rgh        	C            	T            
0.00120048   	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
0.0021797    	1.998250e-01	1.540490e-03	5.854300e-05	1.038180e-01
0.0030714    	8.408710e-02	5.786070e-04	5.365670e-05	6.631220e-02
0.00390916   	5.424760e-02	4.100070e-04	5.066920e-05	4.890970e-02
0.00470859   	3.992360e-02	2.966950e-04	4.829930e-05	3.880860e-02
0.00547894   	3.110110e-02	2.235980e-04	4.641700e-05	3.220750e-02
0.00622558   	2.512950e-02	1.791340e-04	4.492750e-05	2.753030e-02
0.00695255   	2.097510e-02	1.512650e-04	4.371910e-05	2.405030e-02
0.00766288   	1.800080e-02	1.319920e-04	4.269070e-05	2.136070e-02
0.00835877   	1.575740e-02	1.172760e-04	4.180020e-05	1.921630e-02
0.00904219   	1.399250e-02	1.045690e-04	4.103510e-05	1.747260e-02
0.00971448   	1.257540e-02	9.482570e-05	4.035110e-05	1.602100e-02
0.0103773    	1.141910e-02	8.513450e-05	3.977410e-05	1.480650e-02
0.0110314    	1.043030e-02	7.960600e-05	3.965310e-05	1.376070e-02
0.0116778    	9.593330e-03	7.299960e-05	3.916090e-05	1.286030e-02
0.0123175    	8.882530e-03	6.719900e-05	3.877600e-05	1.207850e-02
0.0129506    	8.254700e-03	6.476350e-05	3.832690e-05	1.138070e-02
0.0135781    	7.713500e-03	5.944960e-05	3.798320e-05	1.076750e-02
0.0142005    	7.232900e-03	5.607480e-05	3.762290e-05	1.021950e-02
0.0148177    	6.810000e-03	5.469200e-05	3.729110e-05	9.721300e-03
0.0154308    	6.437730e-03	5.006160e-05	3.703410e-05	9.277870e-03
0.0160397    	6.098580e-03	4.882960e-05	3.673810e-05	8.870850e-03
0.0166444    	5.794160e-03	4.776690e-05	3.648790e-05	8.495970e-03
0.0172455    	5.524580e-03	4.553110e-05	3.626390e-05	8.154520e-03
0.0178433    	5.283090e-03	4.323780e-05	3.604320e-05	7.842590e-03
0.0184378    	5.059860e-03	4.243510e-05	3.582650e-05	7.552330e-03
0.0190295    	4.856200e-03	4.007040e-05	3.565360e-05	7.285910e-03
0.0196183    	4.669010e-03	3.940050e-05	3.546260e-05	7.036640e-03
0.0202043    	4.496850e-03	3.875500e-05	3.529250e-05	6.802920e-03
0.0207879    	4.340590e-03	3.680620e-05	3.514520e-05	6.587240e-03
0.021369     	4.194560e-03	3.627870e-05	3.498060e-05	6.384100e-03
0.0219481    	4.063430e-03	3.438400e-05	3.485650e-05	6.196070e-03
0.0225248    	3.937930e-03	3.539620e-05	3.469430e-05	6.014730e-03
0.0230994    	3.825740e-03	3.358530e-05	3.459160e-05	5.846520e-03
0.0236724    	3.721040e-03	3.178290e-05	3.447030e-05	5.690300e-03
0.0242433    	3.618880e-03	3.281430e-05	3.433050e-05	5.538600e-03
0.0248126    	3.527310e-03	3.109660e-05	3.425150e-05	5.397480e-03
0.0253799    	3.436990e-03	3.218750e-05	3.411270e-05	5.259980e-03
0.0259456    	3.355410e-03	3.045510e-05	3.403420e-05	5.131880e-03
0.0265099    	3.279130e-03	2.880740e-05	3.393670e-05	5.012450e-03
0.0270726    	3.203270e-03	2.991860e-05	3.381740e-05	4.895400e-03
0.0276337    	3.132950e-03	2.964860e-05	3.374320e-05	4.783410e-03
0.0281935    	3.068150e-03	2.806680e-05	3.366640e-05	4.678850e-03
0.028752     	3.005210e-03	2.783700e-05	3.356840e-05	4.578550e-03
0.0293092    	2.944920e-03	2.759530e-05	3.349250e-05	4.482260e-03
0.0298652    	2.887590e-03	2.737880e-05	3.341700e-05	4.389760e-03
0.0304199    	2.832790e-03	2.716970e-05	3.334180e-05	4.300810e-03
0.0309733    	2.780210e-03	2.698320e-05	3.326690e-05	4.215220e-03
0.0315257    	2.731280e-03	2.548180e-05	3.321120e-05	4.135160e-03
0.032077     	2.681540e-03	2.662820e-05	3.348290e-05	4.055670e-03
0.0326272    	2.636710e-03	2.510750e-05	3.308140e-05	3.981260e-03
0.0331762    	2.590620e-03	2.635600e-05	3.335210e-05	3.907220e-03
0.0337243    	2.550230e-03	2.489800e-05	3.295260e-05	3.837900e-03
0.0342715    	2.508800e-03	2.463160e-05	3.324170e-05	3.770910e-03
0.0348177    	2.468870e-03	2.447930e-05	3.318430e-05	3.706110e-03
0.035363     	2.430740e-03	2.439350e-05	3.313020e-05	3.643400e-03
0.0359074    	2.392760e-03	2.420710e-05	3.307370e-05	3.582690e-03
0.0364508    	2.356040e-03	2.415380e-05	3.301920e-05	3.523880e-03
0.0369934    	2.320280e-03	2.391660e-05	3.296350e-05	3.466880e-03
0.037535     	2.286390e-03	2.378330e-05	3.291050e-05	3.411610e-03
0.038076     	2.255760e-03	2.231680e-05	3.287450e-05	3.359880e-03
0.0386161    	2.223730e-03	2.353580e-05	3.280510e-05	3.307790e-03
0.0391556    	2.195190e-03	2.208670e-05	3.278470e-05	3.259030e-03
0.0396942    	2.164830e-03	2.331120e-05	3.271240e-05	3.209850e-03
0.0402322    	2.137360e-03	2.186460e-05	3.269530e-05	3.163830e-03
0.0407693    	2.109330e-03	2.310970e-05	3.262180e-05	3.117310e-03
0.0413058    	2.085120e-03	2.166610e-05	3.260640e-05	3.073800e-03
0.0418416    	2.059740e-03	2.155210e-05	3.254800e-05	3.031430e-03
0.0423766    	2.033560e-03	2.279310e-05	3.249330e-05	2.988520e-03
0.042911     	2.010800e-03	2.137790e-05	3.248240e-05	2.948370e-03
0.0434448    	1.987730e-03	2.132910e-05	3.241880e-05	2.909260e-03
0.043978     	1.965020e-03	2.117760e-05	3.238620e-05	2.871120e-03
0.0445106    	1.943840e-03	2.108070e-05	3.234880e-05	2.833940e-03
0.0450426    	1.923140e-03	2.099130e-05	3.231190e-05	2.797670e-03
0.045574     	1.902840e-03	2.090420e-05	3.227560e-05	2.762280e-03
0.0461049    	1.883590e-03	2.083740e-05	3.228520e-05	2.727740e-03
0.0466351    	1.864000e-03	2.076590e-05	3.220330e-05	2.694020e-03
0.0471647    	1.845000e-03	2.067780e-05	3.221410e-05	2.661090e-03
0.0476938    	1.826110e-03	2.058190e-05	3.218250e-05	2.628920e-03
0.0482223    	1.808040e-03	2.050210e-05	3.214650e-05	2.597490e-03
0.0487502    	1.790400e-03	2.044240e-05	3.211170e-05	2.566770e-03
0.0492778    	1.774390e-03	1.906650e-05	3.209460e-05	2.538140e-03
0.0498048    	1.756960e-03	2.034880e-05	3.177770e-05	2.508730e-03
0.0503312    	1.741070e-03	2.024470e-05	3.202440e-05	2.479980e-03
0.050857     	1.724950e-03	2.015880e-05	3.199170e-05	2.451850e-03
0.0513826    	1.710330e-03	1.877260e-05	3.197440e-05	2.425660e-03
0.0519075    	1.694530e-03	2.001500e-05	3.166350e-05	2.398680e-03
0.0524322    	1.680620e-03	1.864060e-05	3.192180e-05	2.373590e-03
0.0529563    	1.665300e-03	1.990590e-05	3.161520e-05	2.347700e-03
0.0534798    	1.650980e-03	1.982730e-05	3.185340e-05	2.322350e-03
0.0540031    	1.638000e-03	1.847900e-05	3.183780e-05	2.298780e-03
0.0545257    	1.624290e-03	1.974680e-05	3.153650e-05	2.274410e-03
0.0550481    	1.612220e-03	1.831780e-05	3.178560e-05	2.251780e-03
0.0555699    	1.598680e-03	1.958110e-05	3.148670e-05	2.228350e-03
0.0560914    	1.587080e-03	1.822170e-05	3.173480e-05	2.206600e-03
0.0566126    	1.575060e-03	1.816990e-05	3.145760e-05	2.185250e-03
0.0571332    	1.561900e-03	1.941790e-05	3.142530e-05	2.163110e-03
0.0576535    	1.551370e-03	1.804360e-05	3.166810e-05	2.142580e-03
0.0581733    	1.538970e-03	1.931750e-05	3.137730e-05	2.121240e-03
0.0586928    	1.528400e-03	1.793070e-05	3.161680e-05	2.101480e-03
0.059212     	1.517570e-03	1.788180e-05	3.134750e-05	2.082050e-03
0.0597306    	1.505540e-03	1.915720e-05	3.131650e-05	2.061850e-03
0.060249     	1.496270e-03	1.780490e-05	3.155010e-05	2.043140e-03
0.060767     	1.486260e-03	1.777140e-05	3.128610e-05	2.024750e-03
0.0612848    	1.475790e-03	1.768280e-05	3.127110e-05	2.006680e-03
0.061802     	1.464710e-03	1.896250e-05	3.123920e-05	1.987830e-03
0.0623189    	1.455890e-03	1.758010e-05	3.146680e-05	1.970390e-03
0.0628355    	1.446220e-03	1.753560e-05	3.120880e-05	1.953250e-03
0.0633519    	1.436210e-03	1.749430e-05	3.119550e-05	1.936390e-03
0.0638679    	1.426790e-03	1.744890e-05	3.118010e-05	1.919820e-03
0.0643837    	1.417620e-03	1.740750e-05	3.116530e-05	1.903520e-03
0.0648989    	1.407650e-03	1.869750e-05	3.113340e-05	1.886440e-03
0.0654138    	1.399840e-03	1.731240e-05	3.135050e-05	1.870690e-03
0.0659285    	1.391150e-03	1.729180e-05	3.110320e-05	1.855180e-03
0.0664428    	1.382250e-03	1.724890e-05	3.109000e-05	1.839920e-03
0.0669569    	1.373970e-03	1.718930e-05	3.107520e-05	1.824910e-03
0.0674707    	1.365970e-03	1.715040e-05	3.106020e-05	1.810120e-03
0.0679842    	1.358080e-03	1.711170e-05	3.104560e-05	1.795570e-03
0.0684974    	1.350280e-03	1.707330e-05	3.103100e-05	1.781250e-03
0.0690104    	1.342540e-03	1.703400e-05	3.101620e-05	1.767140e-03
0.069523     	1.334930e-03	1.699960e-05	3.100200e-05	1.753250e-03
0.0700354    	1.327480e-03	1.696210e-05	3.098760e-05	1.739570e-03
0.0705475    	1.320050e-03	1.692250e-05	3.097290e-05	1.726090e-03
0.0710593    	1.312720e-03	1.688440e-05	3.095840e-05	1.712810e-03
0.0715709    	1.305490e-03	1.685060e-05	3.094390e-05	1.699730e-03
0.0720821    	1.298350e-03	1.681740e-05	3.093020e-05	1.686840e-03
0.0725931    	1.291300e-03	1.677980e-05	3.091410e-05	1.674140e-03
0.0731038    	1.284260e-03	1.674050e-05	3.090040e-05	1.661620e-03
0.0736142    	1.277260e-03	1.670480e-05	3.088600e-05	1.649280e-03
0.0741243    	1.270320e-03	1.666910e-05	3.087170e-05	1.637120e-03
0.0746341    	1.263480e-03	1.663490e-05	3.085790e-05	1.625130e-03
0.0751437    	1.256690e-03	1.659980e-05	3.084170e-05	1.613310e-03
0.075653     	1.249990e-03	1.656350e-05	3.082780e-05	1.601650e-03
0.076162     	1.243360e-03	1.652880e-05	3.081370e-05	1.590150e-03
0.0766707    	1.236830e-03	1.649390e-05	3.079940e-05	1.578820e-03
0.0771794    	1.231240e-03	1.518540e-05	3.080200e-05	1.568500e-03
0.0776879    	1.224470e-03	1.644660e-05	3.075170e-05	1.557450e-03
0.078196     	1.218110e-03	1.641990e-05	3.077220e-05	1.546560e-03
0.0787039    	1.211430e-03	1.638220e-05	3.075910e-05	1.535810e-03
0.0792115    	1.205130e-03	1.634650e-05	3.074390e-05	1.525200e-03
0.0797188    	1.198950e-03	1.631350e-05	3.072960e-05	1.514740e-03
0.0802261    	1.193690e-03	1.499200e-05	3.073230e-05	1.505240e-03
0.0807332    	1.187550e-03	1.626410e-05	3.067050e-05	1.495030e-03
0.08124      	1.181670e-03	1.623410e-05	3.070210e-05	1.484960e-03
0.0817464    	1.175580e-03	1.619960e-05	3.068930e-05	1.475020e-03
0.0822526    	1.169890e-03	1.617050e-05	3.067460e-05	1.465200e-03
0.0827588    	1.165100e-03	1.485250e-05	3.067700e-05	1.456310e-03
0.0832648    	1.159690e-03	1.613100e-05	3.085840e-05	1.446730e-03
0.0837704    	1.153940e-03	1.609440e-05	3.064440e-05	1.437270e-03
0.0842758    	1.147910e-03	1.606320e-05	3.063520e-05	1.427930e-03
0.0847809    	1.142420e-03	1.603190e-05	3.061950e-05	1.418710e-03
0.085286     	1.137850e-03	1.470310e-05	3.062200e-05	1.410370e-03
0.0857908    	1.132840e-03	1.598490e-05	3.078840e-05	1.401370e-03
0.0862953    	1.127470e-03	1.595420e-05	3.058930e-05	1.392470e-03
0.0867998    	1.122540e-03	1.462460e-05	3.059680e-05	1.384440e-03
0.0873041    	1.117560e-03	1.591790e-05	3.075430e-05	1.375740e-03
0.0878081    	1.112260e-03	1.588960e-05	3.056280e-05	1.367150e-03
0.0883117    	1.106680e-03	1.584560e-05	3.055330e-05	1.358660e-03
0.0888154    	1.102320e-03	1.451830e-05	3.055460e-05	1.351020e-03
0.0893189    	1.097560e-03	1.582490e-05	3.070400e-05	1.342720e-03
0.089822     	1.092580e-03	1.580530e-05	3.052200e-05	1.334520e-03
0.0903251    	1.087890e-03	1.449230e-05	3.052650e-05	1.327150e-03
0.090828     	1.083060e-03	1.573920e-05	3.066660e-05	1.319130e-03
0.0913306    	1.077930e-03	1.571030e-05	3.049620e-05	1.311200e-03
0.0918332    	1.073160e-03	1.437440e-05	3.050180e-05	1.304080e-03
0.0923355    	1.068400e-03	1.565680e-05	3.063640e-05	1.296320e-03
0.0928375    	1.063450e-03	1.562940e-05	3.046860e-05	1.288650e-03
0.0933395    	1.058860e-03	1.429510e-05	3.047530e-05	1.281780e-03
0.0938413    	1.054240e-03	1.558380e-05	3.060370e-05	1.274270e-03
0.0943427    	1.049450e-03	1.555770e-05	3.044170e-05	1.266850e-03
0.0948442    	1.045010e-03	1.423020e-05	3.044820e-05	1.260210e-03
0.0953454    	1.040570e-03	1.552180e-05	3.057100e-05	1.252940e-03
0.0958463    	1.035980e-03	1.548740e-05	3.041500e-05	1.245750e-03
0.0963472    	1.031730e-03	1.415080e-05	3.042120e-05	1.239330e-03
0.0968479    	1.027520e-03	1.544240e-05	3.053920e-05	1.232290e-03
0.0973485    	1.023850e-03	1.411170e-05	3.040480e-05	1.226000e-03
0.0978489    	1.019150e-03	1.540160e-05	3.052370e-05	1.219100e-03
0.098349     	1.014940e-03	1.537880e-05	3.037570e-05	1.212280e-03
0.098849     	1.010960e-03	1.404050e-05	3.038140e-05	1.206200e-03
0.0993488    	1.006900e-03	1.533370e-05	3.049300e-05	1.199510e-03
0.0998487    	1.003430e-03	1.400080e-05	3.036530e-05	1.193550e-03
0.100348     	9.988920e-04	1.529400e-05	3.047810e-05	1.187000e-03
0.100847     	9.948670e-04	1.527550e-05	3.033590e-05	1.180510e-03
0.101347     	9.910430e-04	1.395000e-05	3.034220e-05	1.174740e-03
0.101846     	9.871590e-04	1.524390e-05	3.045020e-05	1.168390e-03
0.102345     	9.838800e-04	1.389760e-05	3.032460e-05	1.162730e-03
0.102843     	9.795490e-04	1.518650e-05	3.043320e-05	1.156500e-03
0.103342     	9.764560e-04	1.385480e-05	3.031300e-05	1.150960e-03
0.10384      	9.721670e-04	1.515660e-05	3.041960e-05	1.144840e-03
0.104339     	9.684220e-04	1.514980e-05	3.028350e-05	1.138790e-03
0.104837     	9.648610e-04	1.380120e-05	3.028880e-05	1.133420e-03
0.105335     	9.612300e-04	1.512290e-05	3.038380e-05	1.127480e-03
0.105832     	9.580710e-04	1.375970e-05	3.027110e-05	1.122220e-03
0.10633      	9.537880e-04	1.504630e-05	3.037210e-05	1.116390e-03
0.106828     	9.507910e-04	1.370890e-05	3.025990e-05	1.111230e-03
0.107325     	9.465990e-04	1.500720e-05	3.035980e-05	1.105500e-03
0.107822     	9.437220e-04	1.366870e-05	3.024690e-05	1.100450e-03
0.108319     	9.396450e-04	1.497620e-05	3.034610e-05	1.094830e-03
0.108816     	9.368500e-04	1.363700e-05	3.023440e-05	1.089870e-03
0.109313     	9.328220e-04	1.493070e-05	3.033270e-05	1.084350e-03
0.10981      	9.300590e-04	1.359110e-05	3.022090e-05	1.079480e-03
0.110306     	9.260690e-04	1.489250e-05	3.031850e-05	1.074060e-03
0.110803     	9.233400e-04	1.355860e-05	3.020790e-05	1.069290e-03
0.111299     	9.194230e-04	1.486140e-05	3.030480e-05	1.063970e-03
0.111795     	9.167400e-04	1.351630e-05	3.019370e-05	1.059280e-03
0.112291     	9.128830e-04	1.482600e-05	3.029100e-05	1.054050e-03
0.112787     	9.103080e-04	1.348430e-05	3.018170e-05	1.049460e-03
0.113283     	9.065970e-04	1.479020e-05	3.027670e-05	1.044320e-03
0.113778     	9.040690e-04	1.344300e-05	3.016860e-05	1.039810e-03
0.114274     	9.004380e-04	1.475060e-05	3.026300e-05	1.034760e-03
0.114769     	8.979760e-04	1.340880e-05	3.015520e-05	1.030330e-03
0.115264     	8.943870e-04	1.471110e-05	3.024950e-05	1.025360e-03
0.115759     	8.919500e-04	1.337160e-05	3.014220e-05	1.021010e-03
0.116254     	8.884000e-04	1.468070e-05	3.023540e-05	1.016130e-03
0.116749     	8.859830e-04	1.333580e-05	3.012850e-05	1.011860e-03
0.117243     	8.825040e-04	1.464550e-05	3.022180e-05	1.007070e-03
0.117738     	8.801320e-04	1.330870e-05	3.011600e-05	1.002870e-03
0.118232     	8.767080e-04	1.460470e-05	3.020590e-05	9.981530e-04
0.118727     	8.743440e-04	1.327910e-05	3.010220e-05	9.940330e-04
0.119221     	8.716390e-04	1.324240e-05	3.021520e-05	9.899470e-04
0.119715     	8.679560e-04	1.455430e-05	3.019570e-05	9.853420e-04
0.120209     	8.661640e-04	1.320970e-05	3.009000e-05	9.813270e-04
0.120703     	8.628470e-04	1.452410e-05	3.018240e-05	9.767970e-04
0.121196     	8.607110e-04	1.317650e-05	3.007730e-05	9.728520e-04
0.12169      	8.574810e-04	1.448810e-05	3.016870e-05	9.683950e-04
0.122183     	8.554110e-04	1.314050e-05	3.006340e-05	9.645180e-04
0.122677     	8.527950e-04	1.312770e-05	3.017250e-05	9.606720e-04
0.12317      	8.492810e-04	1.444750e-05	3.015570e-05	9.563190e-04
0.123663     	8.476330e-04	1.310480e-05	3.005010e-05	9.525370e-04
0.124156     	8.444070e-04	1.441010e-05	3.014300e-05	9.482540e-04
0.124649     	8.423940e-04	1.305690e-05	3.003810e-05	9.445360e-04
0.125141     	8.392100e-04	1.437360e-05	3.012920e-05	9.403200e-04
0.125634     	8.372070e-04	1.302070e-05	3.002450e-05	9.366640e-04
0.126126     	8.346850e-04	1.300790e-05	3.013260e-05	9.330380e-04
0.126619     	8.312830e-04	1.432830e-05	3.011610e-05	9.289170e-04
0.127111     	8.297080e-04	1.297520e-05	3.001170e-05	9.253500e-04
0.127603     	8.265770e-04	1.429470e-05	3.010360e-05	9.212920e-04
0.128095     	8.246300e-04	1.294010e-05	2.999880e-05	9.177830e-04
0.128587     	8.221870e-04	1.292780e-05	3.010700e-05	9.143020e-04
0.129079     	8.188390e-04	1.424990e-05	3.009050e-05	9.103340e-04
0.129571     	8.173180e-04	1.289570e-05	2.998600e-05	9.069090e-04
0.130062     	8.143000e-04	1.421830e-05	3.007790e-05	9.030010e-04
0.130554     	8.124280e-04	1.286190e-05	2.997300e-05	8.996310e-04
0.131045     	8.100990e-04	1.285050e-05	3.008110e-05	8.962870e-04
0.131536     	8.068930e-04	1.417380e-05	3.006470e-05	8.924630e-04
0.132028     	8.055160e-04	1.281640e-05	2.995990e-05	8.891720e-04
0.132519     	8.026790e-04	1.414210e-05	3.005190e-05	8.854050e-04
0.133009     	8.009150e-04	1.279460e-05	2.994680e-05	8.821650e-04
0.1335       	7.987130e-04	1.278360e-05	3.005560e-05	8.789510e-04
0.133991     	7.955800e-04	1.410360e-05	3.003770e-05	8.752630e-04
0.134482     	7.942250e-04	1.274020e-05	2.993340e-05	8.720980e-04
0.134972     	7.920770e-04	1.272690e-05	3.004250e-05	8.689570e-04
0.135463     	7.889880e-04	1.405650e-05	3.002640e-05	8.653470e-04
0.135953     	7.876820e-04	1.269510e-05	2.992110e-05	8.622530e-04
0.136443     	7.850150e-04	1.402470e-05	3.001290e-05	8.586960e-04
0.136933     	7.833410e-04	1.266190e-05	2.990780e-05	8.556490e-04
0.137423     	7.812930e-04	1.265380e-05	3.001570e-05	8.526250e-04
0.137913     	7.782930e-04	1.398650e-05	2.999980e-05	8.491400e-04
0.138403     	7.770650e-04	1.262110e-05	2.989440e-05	8.461610e-04
0.138893     	7.750650e-04	1.261570e-05	3.000320e-05	8.432040e-04
0.139382     	7.721330e-04	1.394330e-05	2.998780e-05	8.397900e-04
0.139872     	7.709750e-04	1.260500e-05	2.988160e-05	8.368770e-04
0.140362     	7.688500e-04	1.256830e-05	2.999030e-05	8.339840e-04
0.140851     	7.659270e-04	1.390090e-05	2.997500e-05	8.306390e-04
0.14134      	7.647760e-04	1.253520e-05	2.986910e-05	8.277890e-04
0.141829     	7.627980e-04	1.252400e-05	2.997710e-05	8.249600e-04
0.142318     	7.599320e-04	1.386390e-05	2.996260e-05	8.216810e-04
0.142807     	7.588170e-04	1.250300e-05	2.985660e-05	8.188930e-04
0.143296     	7.568770e-04	1.249080e-05	2.996530e-05	8.161240e-04
0.143785     	7.540350e-04	1.382160e-05	2.994980e-05	8.129100e-04
0.144274     	7.529550e-04	1.244930e-05	2.984350e-05	8.101810e-04
0.144762     	7.510160e-04	1.243870e-05	2.995120e-05	8.074720e-04
0.145251     	7.481160e-04	1.378080e-05	2.993820e-05	8.043210e-04
0.145739     	7.470900e-04	1.240840e-05	2.983120e-05	8.016490e-04
0.146228     	7.452460e-04	1.239680e-05	2.993750e-05	7.989970e-04
0.146716     	7.424700e-04	1.373900e-05	2.992480e-05	7.959060e-04
0.147204     	7.414380e-04	1.236510e-05	2.981770e-05	7.932910e-04
0.147692     	7.395890e-04	1.235480e-05	2.992450e-05	7.906930e-04
0.14818      	7.368660e-04	1.370100e-05	2.991190e-05	7.876620e-04
0.148668     	7.358840e-04	1.232490e-05	2.980480e-05	7.851010e-04
0.149156     	7.340960e-04	1.231430e-05	2.991110e-05	7.825570e-04
0.149643     	7.314140e-04	1.366000e-05	2.989900e-05	7.795830e-04
0.150131     	7.304650e-04	1.228260e-05	2.979160e-05	7.770740e-04
0.150619     	7.287160e-04	1.227300e-05	2.989740e-05	7.745830e-04
0.151106     	7.260860e-04	1.362230e-05	2.988590e-05	7.716640e-04
0.151593     	7.251700e-04	1.224370e-05	2.977840e-05	7.692060e-04
0.15208      	7.234440e-04	1.223290e-05	2.988370e-05	7.667650e-04
0.152567     	7.208190e-04	1.358400e-05	2.987280e-05	7.639010e-04
0.153055     	7.198940e-04	1.220410e-05	2.976530e-05	7.614920e-04
0.153542     	7.181540e-04	1.220000e-05	2.987020e-05	7.591000e-04
0.154029     	7.161400e-04	1.218760e-05	2.987600e-05	7.567230e-04
0.154515     	7.139170e-04	1.353650e-05	2.986360e-05	7.539270e-04
0.155002     	7.130860e-04	1.215560e-05	2.975320e-05	7.515810e-04
0.155489     	7.114620e-04	1.214640e-05	2.985680e-05	7.492510e-04
0.155975     	7.089220e-04	1.349800e-05	2.984810e-05	7.465060e-04
0.156462     	7.080660e-04	1.211180e-05	2.973990e-05	7.442070e-04
0.156948     	7.064470e-04	1.210640e-05	2.984320e-05	7.419220e-04
0.157434     	7.039210e-04	1.346470e-05	2.983400e-05	7.392260e-04
0.157921     	7.030890e-04	1.207330e-05	2.972640e-05	7.369720e-04
0.158407     	7.015000e-04	1.206500e-05	2.982960e-05	7.347320e-04
0.158893     	6.995410e-04	1.205330e-05	2.983720e-05	7.325060e-04
0.159379     	6.974240e-04	1.341310e-05	2.982540e-05	7.298710e-04
0.159865     	6.966920e-04	1.202480e-05	2.971410e-05	7.276740e-04
0.160351     	6.951410e-04	1.201510e-05	2.981610e-05	7.254910e-04
0.160836     	6.927060e-04	1.337670e-05	2.980860e-05	7.229030e-04
0.161322     	6.919500e-04	1.199180e-05	2.970060e-05	7.207470e-04
0.161808     	6.903620e-04	1.197940e-05	2.980140e-05	7.186060e-04
0.162293     	6.884960e-04	1.196510e-05	2.981190e-05	7.164770e-04
0.162779     	8.647590e-04	3.122410e-05	3.436620e-05	3.876540e-04
0.163264     	8.607040e-04	3.039580e-05	3.815450e-05	2.957390e-04
0.163749     	9.063990e-04	2.779380e-05	4.225400e-05	2.957090e-04
0.164234     	9.135810e-04	2.970720e-05	4.632480e-05	2.473520e-04
0.164719     	9.137590e-04	2.835580e-05	5.033750e-05	2.474250e-04
0.165204     	9.135090e-04	2.841260e-05	5.449230e-05	2.474990e-04
0.16569      	9.131540e-04	2.846710e-05	5.860710e-05	2.475740e-04
0.166174     	9.120350e-04	2.989490e-05	6.268200e-05	2.475050e-04
0.166659     	9.299810e-04	2.493570e-05	6.672020e-05	2.475800e-04
0.167144     	9.665690e-04	2.924810e-05	7.088750e-05	2.129400e-04
0.167629     	9.667490e-04	2.931730e-05	7.514430e-05	2.130710e-04
0.168113     	9.660150e-04	3.075680e-05	7.926110e-05	2.130770e-04
0.168598     	9.665620e-04	2.941740e-05	8.322630e-05	2.132070e-04
0.169082     	9.665560e-04	2.948550e-05	8.760060e-05	2.133390e-04
0.169567     	9.667780e-04	2.954890e-05	9.183430e-05	2.134700e-04
0.170051     	9.659170e-04	3.099110e-05	9.600780e-05	2.134780e-04
0.170535     	9.665880e-04	2.964630e-05	1.000520e-04	2.136100e-04
0.171019     	9.665700e-04	2.971740e-05	1.044820e-04	2.137430e-04
0.171504     	9.668270e-04	2.978580e-05	1.087550e-04	2.138770e-04
0.171988     	9.668770e-04	2.985090e-05	1.130240e-04	2.140100e-04
0.172472     	9.661490e-04	3.129790e-05	1.172330e-04	2.140200e-04
0.172956     	9.669030e-04	2.995080e-05	1.213210e-04	2.141540e-04
0.17344      	9.669200e-04	3.002130e-05	1.257980e-04	2.142890e-04
0.173923     	9.672240e-04	3.009050e-05	1.301190e-04	2.144250e-04
0.174407     	9.664380e-04	3.154080e-05	1.343530e-04	2.144350e-04
0.174891     	9.671840e-04	3.019260e-05	1.384730e-04	2.145710e-04
0.175374     	9.672480e-04	3.026650e-05	1.429850e-04	2.147080e-04
0.175858     	9.676100e-04	3.034610e-05	1.473420e-04	2.148460e-04
0.176341     	9.669130e-04	3.180030e-05	1.515980e-04	2.148570e-04
0.176825     	9.676070e-04	3.044480e-05	1.557490e-04	2.149950e-04
0.177308     	9.676540e-04	3.051380e-05	1.602960e-04	2.151340e-04
0.177792     	9.680420e-04	3.058380e-05	1.646860e-04	2.152730e-04
0.178275     	9.682150e-04	3.065310e-05	1.690660e-04	2.154120e-04
0.178758     	9.675750e-04	3.211320e-05	1.733510e-04	2.154260e-04
0.179241     	9.684230e-04	3.076020e-05	1.775380e-04	2.155660e-04
0.179724     	9.685520e-04	3.083740e-05	1.821260e-04	2.157070e-04
0.180207     	9.690000e-04	3.092440e-05	1.865580e-04	2.158480e-04
0.18069      	9.692010e-04	3.100510e-05	1.909760e-04	2.159900e-04
0.181173     	9.686720e-04	3.244940e-05	1.952880e-04	2.160040e-04
0.181656     	9.695810e-04	3.108700e-05	1.995080e-04	2.161470e-04
0.182139     	9.697940e-04	3.116220e-05	2.041340e-04	2.162900e-04
0.182622     	9.703210e-04	3.123600e-05	2.086050e-04	2.164330e-04
0.183104     	9.705960e-04	3.130940e-05	2.130600e-04	2.165770e-04
0.183587     	9.700750e-04	3.277930e-05	2.173920e-04	2.165940e-04
0.184069     	9.710380e-04	3.142490e-05	2.216440e-04	2.167380e-04
0.184552     	9.713220e-04	3.150630e-05	2.263060e-04	2.168840e-04
0.185034     	9.719250e-04	3.157740e-05	2.308120e-04	2.170300e-04
0.185517     	9.722680e-04	3.164810e-05	2.353000e-04	2.171760e-04
0.185999     	9.718110e-04	3.312260e-05	2.396510e-04	2.171940e-04
0.186481     	9.728430e-04	3.176130e-05	2.439310e-04	2.173400e-04
0.186964     	9.732080e-04	3.183930e-05	2.486260e-04	2.174870e-04
0.187446     	9.738460e-04	3.191620e-05	2.531650e-04	2.176350e-04
0.187928     	9.742840e-04	3.199250e-05	2.576830e-04	2.177830e-04
0.18841      	9.739000e-04	3.347180e-05	2.620500e-04	2.178020e-04
0.188892     	9.749940e-04	3.210820e-05	2.663560e-04	2.179500e-04
