# Residuals  
# Time       	Ux           	p_rgh        	C            	T            
12.1753      	2.786350e-04	5.504610e-05	1.141390e-04	6.879350e-06
12.1761      	2.785960e-04	5.504280e-05	1.141270e-04	6.879560e-06
12.1769      	2.785570e-04	5.503950e-05	1.141140e-04	6.879770e-06
12.1778      	2.785180e-04	5.503620e-05	1.141020e-04	6.879980e-06
12.1786      	2.784790e-04	5.503300e-05	1.140900e-04	6.880190e-06
12.1794      	2.784400e-04	5.502970e-05	1.140780e-04	6.880400e-06
12.1803      	2.784010e-04	5.502630e-05	1.140660e-04	6.880610e-06
12.1811      	2.783620e-04	5.502310e-05	1.140540e-04	6.880830e-06
12.1819      	2.783230e-04	5.501980e-05	1.140420e-04	6.881040e-06
12.1828      	2.782840e-04	5.501650e-05	1.140300e-04	6.881250e-06
12.1836      	2.782450e-04	5.501320e-05	1.140180e-04	6.881460e-06
12.1844      	2.782060e-04	5.500990e-05	1.140060e-04	6.881670e-06
12.1853      	2.781670e-04	5.500670e-05	1.139940e-04	6.881880e-06
12.1861      	2.781280e-04	5.500340e-05	1.139810e-04	6.882090e-06
12.1869      	2.780890e-04	5.500010e-05	1.139690e-04	6.882300e-06
12.1877      	2.780490e-04	5.499680e-05	1.139570e-04	6.882510e-06
12.1886      	2.780100e-04	5.499360e-05	1.139450e-04	6.882720e-06
12.1894      	2.779710e-04	5.499030e-05	1.139330e-04	6.882940e-06
12.1902      	2.779320e-04	5.498700e-05	1.139200e-04	6.883150e-06
12.1911      	2.778930e-04	5.498380e-05	1.139080e-04	6.883360e-06
12.1919      	2.778540e-04	5.498050e-05	1.138960e-04	6.883570e-06
12.1927      	2.778150e-04	5.497720e-05	1.138840e-04	6.883780e-06
12.1936      	2.777750e-04	5.497400e-05	1.138720e-04	6.883990e-06
12.1944      	2.777360e-04	5.497070e-05	1.138590e-04	6.884200e-06
12.1952      	2.776970e-04	5.496750e-05	1.138470e-04	6.884410e-06
12.1961      	2.776580e-04	5.496420e-05	1.138350e-04	6.884620e-06
12.1969      	2.776180e-04	5.496100e-05	1.138220e-04	6.884840e-06
12.1977      	2.775790e-04	5.495770e-05	1.138100e-04	6.885050e-06
12.1986      	2.775400e-04	5.495450e-05	1.137980e-04	6.885260e-06
12.1994      	2.775010e-04	5.495120e-05	1.137860e-04	6.885470e-06
12.2002      	2.774610e-04	5.494800e-05	1.137730e-04	6.885680e-06
12.201       	2.774220e-04	5.494470e-05	1.137610e-04	6.885890e-06
12.2019      	2.773830e-04	5.494150e-05	1.137480e-04	6.886100e-06
12.2027      	2.776530e-04	5.644010e-05	1.138550e-04	6.893500e-06
12.2035      	2.780580e-04	5.503740e-05	1.138160e-04	6.893690e-06
12.2044      	2.777090e-04	5.502440e-05	1.137960e-04	6.893920e-06
12.2052      	2.776540e-04	5.501840e-05	1.137810e-04	6.894130e-06
12.206       	2.775770e-04	5.501360e-05	1.137660e-04	6.894340e-06
12.2069      	2.775190e-04	5.500950e-05	1.137520e-04	6.894550e-06
12.2077      	2.774660e-04	5.500570e-05	1.137390e-04	6.894770e-06
12.2085      	2.774180e-04	5.500210e-05	1.137260e-04	6.894980e-06
12.2094      	2.773710e-04	5.499860e-05	1.137130e-04	6.895190e-06
12.2102      	2.773270e-04	5.499510e-05	1.137000e-04	6.895400e-06
12.211       	2.772840e-04	5.499180e-05	1.136870e-04	6.895610e-06
12.2119      	2.772410e-04	5.498840e-05	1.136740e-04	6.895830e-06
12.2127      	2.772000e-04	5.498510e-05	1.136610e-04	6.896040e-06
12.2135      	2.771590e-04	5.498180e-05	1.136480e-04	6.896250e-06
12.2144      	2.771180e-04	5.497850e-05	1.136360e-04	6.896460e-06
12.2152      	2.770770e-04	5.497520e-05	1.136230e-04	6.896670e-06
12.216       	2.770370e-04	5.497200e-05	1.136100e-04	6.896890e-06
12.2169      	2.769970e-04	5.496870e-05	1.135980e-04	6.897100e-06
12.2177      	2.769570e-04	5.496540e-05	1.135850e-04	6.897310e-06
12.2185      	2.769170e-04	5.496220e-05	1.135720e-04	6.897520e-06
12.2194      	2.768770e-04	5.495900e-05	1.135600e-04	6.897730e-06
12.2202      	2.768380e-04	5.495570e-05	1.135470e-04	6.897950e-06
12.221       	2.767980e-04	5.495250e-05	1.135340e-04	6.898160e-06
12.2219      	2.767590e-04	5.494930e-05	1.135220e-04	6.898370e-06
12.2227      	2.767200e-04	5.494600e-05	1.135090e-04	6.898580e-06
12.2235      	2.766800e-04	5.494280e-05	1.134960e-04	6.898800e-06
12.2244      	2.766410e-04	5.493960e-05	1.134840e-04	6.899010e-06
12.2252      	2.766020e-04	5.493640e-05	1.134710e-04	6.899220e-06
12.226       	2.765620e-04	5.493320e-05	1.134580e-04	6.899430e-06
12.2268      	2.765240e-04	5.492990e-05	1.134450e-04	6.899640e-06
12.2277      	2.764850e-04	5.492670e-05	1.134330e-04	6.899860e-06
12.2285      	2.764460e-04	5.492360e-05	1.134200e-04	6.900070e-06
12.2293      	2.764080e-04	5.492030e-05	1.134070e-04	6.900280e-06
12.2302      	2.763690e-04	5.491730e-05	1.133940e-04	6.900490e-06
12.231       	2.763300e-04	5.491450e-05	1.133820e-04	6.900710e-06
12.2318      	2.762920e-04	5.491170e-05	1.133690e-04	6.900920e-06
12.2327      	2.762530e-04	5.490890e-05	1.133560e-04	6.901130e-06
12.2335      	2.762140e-04	5.490610e-05	1.133430e-04	6.901340e-06
12.2343      	2.761760e-04	5.490340e-05	1.133300e-04	6.901560e-06
12.2352      	2.761370e-04	5.490060e-05	1.133180e-04	6.901770e-06
12.236       	2.760980e-04	5.489780e-05	1.133050e-04	6.901980e-06
12.2368      	2.760590e-04	5.489510e-05	1.132920e-04	6.902190e-06
12.2377      	2.760210e-04	5.489220e-05	1.132790e-04	6.902410e-06
12.2385      	2.759820e-04	5.488940e-05	1.132660e-04	6.902620e-06
12.2393      	2.759430e-04	5.488660e-05	1.132530e-04	6.902830e-06
12.2402      	2.759050e-04	5.488390e-05	1.132400e-04	6.903040e-06
12.241       	2.761930e-04	5.645760e-05	1.133520e-04	6.910830e-06
12.2418      	2.766350e-04	5.498680e-05	1.133110e-04	6.911030e-06
12.2427      	2.762740e-04	5.497360e-05	1.132900e-04	6.911250e-06
12.2435      	2.762150e-04	5.496780e-05	1.132740e-04	6.911460e-06
12.2443      	2.761390e-04	5.496300e-05	1.132590e-04	6.911680e-06
12.2452      	2.760830e-04	5.495980e-05	1.132450e-04	6.911890e-06
12.246       	2.760340e-04	5.495680e-05	1.132310e-04	6.912100e-06
12.2468      	2.759880e-04	5.495300e-05	1.132170e-04	6.912320e-06
12.2477      	2.759440e-04	5.494980e-05	1.132030e-04	6.912530e-06
12.2485      	2.759020e-04	5.494680e-05	1.131900e-04	6.912740e-06
12.2493      	2.758620e-04	5.494390e-05	1.131770e-04	6.912960e-06
12.2502      	2.758220e-04	5.494100e-05	1.131660e-04	6.913170e-06
12.251       	2.757830e-04	5.493810e-05	1.131550e-04	6.913380e-06
12.2518      	2.757440e-04	5.493530e-05	1.131430e-04	6.913600e-06
12.2527      	2.757060e-04	5.493250e-05	1.131320e-04	6.913810e-06
12.2535      	2.756680e-04	5.492970e-05	1.131210e-04	6.914020e-06
12.2543      	2.756300e-04	5.492690e-05	1.131100e-04	6.914240e-06
12.2552      	2.755930e-04	5.492410e-05	1.130980e-04	6.914450e-06
12.256       	2.755560e-04	5.492130e-05	1.130870e-04	6.914660e-06
12.2568      	2.755190e-04	5.491860e-05	1.130760e-04	6.914880e-06
12.2577      	2.754820e-04	5.491580e-05	1.130650e-04	6.915090e-06
12.2585      	2.754450e-04	5.491300e-05	1.130540e-04	6.915300e-06
12.2593      	2.754090e-04	5.491030e-05	1.130430e-04	6.915520e-06
12.2602      	2.753720e-04	5.490750e-05	1.130310e-04	6.915730e-06
12.261       	2.753360e-04	5.490480e-05	1.130200e-04	6.915940e-06
12.2618      	2.752990e-04	5.490210e-05	1.130090e-04	6.916160e-06
12.2627      	2.752630e-04	5.489930e-05	1.129980e-04	6.916370e-06
12.2635      	2.752260e-04	5.489660e-05	1.129870e-04	6.916580e-06
12.2643      	2.751900e-04	5.489390e-05	1.129750e-04	6.916800e-06
12.2652      	2.751530e-04	5.489110e-05	1.129640e-04	6.917010e-06
12.266       	2.751170e-04	5.488840e-05	1.129530e-04	6.917220e-06
12.2668      	2.750810e-04	5.488570e-05	1.129420e-04	6.917440e-06
12.2677      	2.750440e-04	5.488300e-05	1.129310e-04	6.917650e-06
12.2685      	2.750080e-04	5.488030e-05	1.129190e-04	6.917860e-06
12.2693      	2.749720e-04	5.487750e-05	1.129080e-04	6.918080e-06
12.2702      	2.749350e-04	5.487480e-05	1.128970e-04	6.918290e-06
12.271       	2.748990e-04	5.487210e-05	1.128860e-04	6.918510e-06
12.2718      	2.748620e-04	5.486940e-05	1.128740e-04	6.918720e-06
12.2727      	2.748260e-04	5.486670e-05	1.128630e-04	6.918930e-06
12.2735      	2.747900e-04	5.486400e-05	1.128520e-04	6.919150e-06
12.2743      	2.747530e-04	5.486130e-05	1.128400e-04	6.919360e-06
12.2752      	2.750550e-04	5.650610e-05	1.129590e-04	6.927530e-06
12.276       	2.755640e-04	5.497240e-05	1.129200e-04	6.927730e-06
12.2768      	2.751890e-04	5.495560e-05	1.128990e-04	6.927940e-06
12.2777      	2.750570e-04	5.494880e-05	1.128840e-04	6.928170e-06
12.2785      	2.750050e-04	5.494530e-05	1.128710e-04	6.928380e-06
12.2793      	2.749450e-04	5.494160e-05	1.128580e-04	6.928600e-06
12.2802      	2.748940e-04	5.493830e-05	1.128450e-04	6.928810e-06
12.281       	2.748460e-04	5.493520e-05	1.128330e-04	6.929030e-06
12.2818      	2.748000e-04	5.493220e-05	1.128210e-04	6.929240e-06
12.2827      	2.747580e-04	5.492920e-05	1.128090e-04	6.929460e-06
12.2835      	2.747160e-04	5.492630e-05	1.127970e-04	6.929670e-06
12.2843      	2.746760e-04	5.492350e-05	1.127860e-04	6.929880e-06
12.2852      	2.746360e-04	5.492070e-05	1.127740e-04	6.930100e-06
12.286       	2.745970e-04	5.491790e-05	1.127620e-04	6.930310e-06
12.2868      	2.745580e-04	5.491510e-05	1.127510e-04	6.930530e-06
12.2877      	2.745190e-04	5.491240e-05	1.127390e-04	6.930740e-06
12.2885      	2.744810e-04	5.490970e-05	1.127280e-04	6.930960e-06
12.2893      	2.744430e-04	5.490690e-05	1.127160e-04	6.931170e-06
12.2902      	2.744050e-04	5.490420e-05	1.127050e-04	6.931390e-06
12.291       	2.743670e-04	5.490150e-05	1.126930e-04	6.931600e-06
12.2918      	2.743300e-04	5.489880e-05	1.126820e-04	6.931810e-06
12.2927      	2.742930e-04	5.489610e-05	1.126700e-04	6.932030e-06
12.2935      	2.742560e-04	5.489340e-05	1.126590e-04	6.932240e-06
12.2943      	2.742190e-04	5.489070e-05	1.126470e-04	6.932460e-06
12.2952      	2.741820e-04	5.488810e-05	1.126360e-04	6.932670e-06
12.296       	2.741440e-04	5.488530e-05	1.126240e-04	6.932890e-06
12.2968      	2.741070e-04	5.488260e-05	1.126130e-04	6.933100e-06
12.2977      	2.740700e-04	5.487960e-05	1.126010e-04	6.933320e-06
12.2985      	2.740340e-04	5.487700e-05	1.125890e-04	6.933530e-06
12.2993      	2.739980e-04	5.487430e-05	1.125780e-04	6.933750e-06
12.3002      	2.739610e-04	5.487170e-05	1.125660e-04	6.933960e-06
12.301       	2.739250e-04	5.486910e-05	1.125550e-04	6.934180e-06
12.3018      	2.738880e-04	5.486640e-05	1.125430e-04	6.934390e-06
12.3027      	2.738510e-04	5.486380e-05	1.125320e-04	6.934600e-06
12.3035      	2.738140e-04	5.486110e-05	1.125200e-04	6.934820e-06
12.3044      	2.737770e-04	5.485840e-05	1.125090e-04	6.935030e-06
12.3052      	2.737400e-04	5.485580e-05	1.124970e-04	6.935250e-06
12.306       	2.737030e-04	5.485310e-05	1.124850e-04	6.935460e-06
12.3069      	2.736660e-04	5.485050e-05	1.124740e-04	6.935680e-06
12.3077      	2.739820e-04	5.656970e-05	1.125980e-04	6.944250e-06
12.3085      	2.745200e-04	5.496700e-05	1.125560e-04	6.944450e-06
12.3094      	2.741260e-04	5.495000e-05	1.125350e-04	6.944670e-06
12.3102      	2.739940e-04	5.494310e-05	1.125200e-04	6.944890e-06
12.311       	2.739380e-04	5.493940e-05	1.125060e-04	6.945110e-06
12.3119      	2.738750e-04	5.493570e-05	1.124930e-04	6.945330e-06
12.3127      	2.738220e-04	5.493250e-05	1.124800e-04	6.945540e-06
12.3135      	2.737730e-04	5.492930e-05	1.124670e-04	6.945760e-06
12.3144      	2.737270e-04	5.492630e-05	1.124550e-04	6.945970e-06
12.3152      	2.736830e-04	5.492340e-05	1.124430e-04	6.946190e-06
12.316       	2.736410e-04	5.492060e-05	1.124310e-04	6.946400e-06
12.3169      	2.735990e-04	5.491770e-05	1.124190e-04	6.946620e-06
12.3177      	2.735590e-04	5.491530e-05	1.124070e-04	6.946840e-06
12.3185      	2.735170e-04	5.491220e-05	1.123950e-04	6.947050e-06
12.3194      	2.734780e-04	5.490940e-05	1.123830e-04	6.947270e-06
12.3202      	2.734390e-04	5.490670e-05	1.123710e-04	6.947480e-06
12.321       	2.734000e-04	5.490400e-05	1.123590e-04	6.947700e-06
12.3219      	2.733610e-04	5.490130e-05	1.123470e-04	6.947910e-06
12.3227      	2.733230e-04	5.489860e-05	1.123350e-04	6.948130e-06
12.3236      	2.732850e-04	5.489590e-05	1.123240e-04	6.948340e-06
12.3244      	2.732470e-04	5.489330e-05	1.123120e-04	6.948560e-06
12.3252      	2.732090e-04	5.489060e-05	1.123000e-04	6.948780e-06
12.3261      	2.731710e-04	5.488790e-05	1.122880e-04	6.948990e-06
12.3269      	2.731330e-04	5.488530e-05	1.122760e-04	6.949210e-06
12.3277      	2.730960e-04	5.488260e-05	1.122640e-04	6.949420e-06
12.3286      	2.730580e-04	5.488000e-05	1.122530e-04	6.949640e-06
12.3294      	2.730200e-04	5.487730e-05	1.122410e-04	6.949850e-06
12.3302      	2.729830e-04	5.487470e-05	1.122290e-04	6.950070e-06
12.3311      	2.729450e-04	5.487200e-05	1.122170e-04	6.950290e-06
12.3319      	2.729070e-04	5.486940e-05	1.122050e-04	6.950500e-06
12.3327      	2.728700e-04	5.486680e-05	1.121930e-04	6.950720e-06
12.3336      	2.728320e-04	5.486410e-05	1.121820e-04	6.950930e-06
12.3344      	2.727950e-04	5.486150e-05	1.121700e-04	6.951150e-06
12.3352      	2.727570e-04	5.485890e-05	1.121580e-04	6.951370e-06
12.3361      	2.727200e-04	5.485620e-05	1.121460e-04	6.951580e-06
12.3369      	2.726820e-04	5.485360e-05	1.121340e-04	6.951800e-06
12.3378      	2.726450e-04	5.485100e-05	1.121220e-04	6.952010e-06
12.3386      	2.726070e-04	5.484840e-05	1.121100e-04	6.952230e-06
12.3394      	2.725700e-04	5.484570e-05	1.120980e-04	6.952450e-06
12.3403      	2.729010e-04	5.664680e-05	1.122280e-04	6.961460e-06
12.3411      	2.734700e-04	5.496880e-05	1.121850e-04	6.961660e-06
12.3419      	2.730470e-04	5.495100e-05	1.121630e-04	6.961880e-06
12.3428      	2.729170e-04	5.494390e-05	1.121470e-04	6.962110e-06
12.3436      	2.728570e-04	5.494000e-05	1.121330e-04	6.962330e-06
12.3444      	2.727940e-04	5.493630e-05	1.121200e-04	6.962540e-06
12.3453      	2.727390e-04	5.493300e-05	1.121060e-04	6.962760e-06
12.3461      	2.726900e-04	5.492990e-05	1.120940e-04	6.962980e-06
12.3469      	2.726430e-04	5.492690e-05	1.120810e-04	6.963200e-06
12.3478      	2.725990e-04	5.492400e-05	1.120680e-04	6.963410e-06
12.3486      	2.725560e-04	5.492110e-05	1.120560e-04	6.963630e-06
12.3495      	2.725140e-04	5.491830e-05	1.120440e-04	6.963850e-06
12.3503      	2.724730e-04	5.491560e-05	1.120310e-04	6.964060e-06
12.3511      	2.724330e-04	5.491280e-05	1.120190e-04	6.964280e-06
12.352       	2.723930e-04	5.491010e-05	1.120070e-04	6.964500e-06
12.3528      	2.723530e-04	5.490740e-05	1.119950e-04	6.964710e-06
12.3536      	2.723140e-04	5.490480e-05	1.119820e-04	6.964930e-06
12.3545      	2.722750e-04	5.490210e-05	1.119700e-04	6.965150e-06
12.3553      	2.722360e-04	5.489940e-05	1.119580e-04	6.965360e-06
12.3561      	2.721970e-04	5.489700e-05	1.119460e-04	6.965580e-06
12.357       	2.721570e-04	5.489480e-05	1.119340e-04	6.965800e-06
12.3578      	2.721180e-04	5.489160e-05	1.119220e-04	6.966010e-06
12.3587      	2.720800e-04	5.488870e-05	1.119100e-04	6.966230e-06
12.3595      	2.720420e-04	5.488610e-05	1.118970e-04	6.966450e-06
12.3603      	2.720040e-04	5.488340e-05	1.118850e-04	6.966660e-06
12.3612      	2.719660e-04	5.488090e-05	1.118730e-04	6.966880e-06
12.362       	2.719280e-04	5.487810e-05	1.118610e-04	6.967100e-06
12.3628      	2.718900e-04	5.487560e-05	1.118490e-04	6.967320e-06
12.3637      	2.718520e-04	5.487290e-05	1.118370e-04	6.967530e-06
12.3645      	2.718140e-04	5.487040e-05	1.118250e-04	6.967750e-06
12.3653      	2.717760e-04	5.486770e-05	1.118130e-04	6.967970e-06
12.3662      	2.717380e-04	5.486520e-05	1.118000e-04	6.968180e-06
12.367       	2.717000e-04	5.486250e-05	1.117880e-04	6.968400e-06
12.3679      	2.716620e-04	5.485990e-05	1.117760e-04	6.968620e-06
12.3687      	2.716240e-04	5.485730e-05	1.117640e-04	6.968830e-06
12.3695      	2.715870e-04	5.485470e-05	1.117520e-04	6.969050e-06
12.3704      	2.715490e-04	5.485210e-05	1.117400e-04	6.969270e-06
12.3712      	2.715110e-04	5.484950e-05	1.117270e-04	6.969490e-06
12.372       	2.714730e-04	5.484690e-05	1.117150e-04	6.969700e-06
12.3729      	2.714350e-04	5.484430e-05	1.117030e-04	6.969920e-06
12.3737      	2.713970e-04	5.484160e-05	1.116910e-04	6.970140e-06
12.3745      	2.717480e-04	5.673840e-05	1.118280e-04	6.979670e-06
12.3754      	2.723540e-04	5.497230e-05	1.117820e-04	6.979880e-06
12.3762      	2.719040e-04	5.495380e-05	1.117600e-04	6.980100e-06
12.3771      	2.717730e-04	5.494620e-05	1.117430e-04	6.980320e-06
12.3779      	2.717110e-04	5.494230e-05	1.117290e-04	6.980540e-06
12.3787      	2.716470e-04	5.493840e-05	1.117150e-04	6.980760e-06
12.3796      	2.715920e-04	5.493510e-05	1.117010e-04	6.980980e-06
12.3804      	2.715400e-04	5.493190e-05	1.116880e-04	6.981200e-06
12.3812      	2.714920e-04	5.492890e-05	1.116750e-04	6.981420e-06
12.3821      	2.714470e-04	5.492600e-05	1.116620e-04	6.981630e-06
12.3829      	2.714030e-04	5.492320e-05	1.116490e-04	6.981850e-06
12.3838      	2.713600e-04	5.492050e-05	1.116370e-04	6.982070e-06
12.3846      	2.713190e-04	5.491770e-05	1.116240e-04	6.982290e-06
12.3854      	2.712780e-04	5.491490e-05	1.116110e-04	6.982510e-06
12.3863      	2.712370e-04	5.491220e-05	1.115990e-04	6.982720e-06
12.3871      	2.711970e-04	5.490950e-05	1.115860e-04	6.982940e-06
12.3879      	2.711570e-04	5.490670e-05	1.115740e-04	6.983160e-06
12.3888      	2.711170e-04	5.490400e-05	1.115620e-04	6.983380e-06
12.3896      	2.710770e-04	5.490110e-05	1.115490e-04	6.983600e-06
12.3905      	2.710390e-04	5.489860e-05	1.115370e-04	6.983810e-06
12.3913      	2.709990e-04	5.489570e-05	1.115240e-04	6.984030e-06
12.3921      	2.709610e-04	5.489310e-05	1.115120e-04	6.984250e-06
12.393       	2.709220e-04	5.489020e-05	1.114990e-04	6.984470e-06
12.3938      	2.708830e-04	5.488760e-05	1.114870e-04	6.984690e-06
12.3946      	2.708440e-04	5.488470e-05	1.114740e-04	6.984910e-06
12.3955      	2.708060e-04	5.488210e-05	1.114620e-04	6.985120e-06
12.3963      	2.707670e-04	5.487930e-05	1.114500e-04	6.985340e-06
12.3971      	2.707280e-04	5.487660e-05	1.114370e-04	6.985560e-06
12.398       	2.706890e-04	5.487380e-05	1.114250e-04	6.985780e-06
12.3988      	2.706510e-04	5.487110e-05	1.114120e-04	6.986000e-06
12.3997      	2.706120e-04	5.486840e-05	1.114000e-04	6.986220e-06
12.4005      	2.705740e-04	5.486570e-05	1.113870e-04	6.986430e-06
12.4013      	2.705350e-04	5.486300e-05	1.113750e-04	6.986650e-06
12.4022      	2.704970e-04	5.486030e-05	1.113620e-04	6.986870e-06
12.403       	2.704590e-04	5.485760e-05	1.113500e-04	6.987090e-06
12.4038      	2.704200e-04	5.485490e-05	1.113380e-04	6.987310e-06
12.4047      	2.703820e-04	5.485220e-05	1.113250e-04	6.987530e-06
12.4055      	2.703430e-04	5.484940e-05	1.113130e-04	6.987740e-06
12.4064      	2.703050e-04	5.484670e-05	1.113000e-04	6.987960e-06
12.4072      	2.702670e-04	5.484400e-05	1.112880e-04	6.988180e-06
12.408       	2.702280e-04	5.484130e-05	1.112750e-04	6.988400e-06
12.4089      	2.701900e-04	5.483860e-05	1.112630e-04	6.988620e-06
12.4097      	2.701510e-04	5.483580e-05	1.112500e-04	6.988840e-06
12.4105      	2.701130e-04	5.483310e-05	1.112380e-04	6.989050e-06
12.4114      	2.700750e-04	5.483050e-05	1.112250e-04	6.989270e-06
12.4122      	2.700360e-04	5.482790e-05	1.112120e-04	6.989490e-06
12.4131      	2.699980e-04	5.482520e-05	1.112000e-04	6.989710e-06
12.4139      	2.703720e-04	5.684570e-05	1.113460e-04	6.999910e-06
12.4147      	2.710290e-04	5.496560e-05	1.112970e-04	7.000120e-06
12.4156      	2.705440e-04	5.494560e-05	1.112740e-04	7.000340e-06
12.4164      	2.704020e-04	5.493740e-05	1.112570e-04	7.000570e-06
12.4173      	2.703160e-04	5.493300e-05	1.112420e-04	7.000790e-06
12.4181      	2.702520e-04	5.492890e-05	1.112280e-04	7.001010e-06
12.4189      	2.701960e-04	5.492540e-05	1.112140e-04	7.001230e-06
12.4198      	2.701450e-04	5.492200e-05	1.112000e-04	7.001450e-06
12.4206      	2.700970e-04	5.491890e-05	1.111870e-04	7.001670e-06
12.4214      	2.700530e-04	5.491580e-05	1.111740e-04	7.001890e-06
12.4223      	2.700100e-04	5.491280e-05	1.111600e-04	7.002110e-06
12.4231      	2.699690e-04	5.490990e-05	1.111470e-04	7.002330e-06
12.424       	2.699280e-04	5.490700e-05	1.111340e-04	7.002550e-06
12.4248      	2.698890e-04	5.490420e-05	1.111220e-04	7.002760e-06
12.4256      	2.698500e-04	5.490130e-05	1.111090e-04	7.002980e-06
12.4265      	2.698110e-04	5.489850e-05	1.110960e-04	7.003200e-06
12.4273      	2.697720e-04	5.489580e-05	1.110830e-04	7.003420e-06
12.4282      	2.697340e-04	5.489300e-05	1.110700e-04	7.003640e-06
12.429       	2.696960e-04	5.489020e-05	1.110570e-04	7.003860e-06
12.4298      	2.696580e-04	5.488750e-05	1.110450e-04	7.004080e-06
12.4307      	2.696210e-04	5.488470e-05	1.110320e-04	7.004300e-06
12.4315      	2.695830e-04	5.488200e-05	1.110190e-04	7.004520e-06
12.4323      	2.695460e-04	5.487930e-05	1.110060e-04	7.004740e-06
12.4332      	2.695080e-04	5.487650e-05	1.109930e-04	7.004960e-06
12.434       	2.694710e-04	5.487380e-05	1.109810e-04	7.005180e-06
12.4349      	2.694340e-04	5.487100e-05	1.109680e-04	7.005400e-06
12.4357      	2.693970e-04	5.486830e-05	1.109550e-04	7.005620e-06
12.4365      	2.693600e-04	5.486560e-05	1.109420e-04	7.005840e-06
12.4374      	2.693230e-04	5.486290e-05	1.109290e-04	7.006060e-06
12.4382      	2.692860e-04	5.486030e-05	1.109170e-04	7.006280e-06
12.4391      	2.692490e-04	5.485750e-05	1.109040e-04	7.006500e-06
12.4399      	2.692120e-04	5.485480e-05	1.108910e-04	7.006720e-06
12.4407      	2.691750e-04	5.485200e-05	1.108780e-04	7.006940e-06
12.4416      	2.691380e-04	5.484930e-05	1.108650e-04	7.007160e-06
12.4424      	2.691010e-04	5.484660e-05	1.108520e-04	7.007380e-06
12.4432      	2.690640e-04	5.484390e-05	1.108400e-04	7.007600e-06
12.4441      	2.690270e-04	5.484130e-05	1.108270e-04	7.007820e-06
12.4449      	2.689900e-04	5.483860e-05	1.108140e-04	7.008040e-06
12.4458      	2.689530e-04	5.483590e-05	1.108010e-04	7.008260e-06
12.4466      	2.689160e-04	5.483320e-05	1.107880e-04	7.008470e-06
12.4474      	2.688790e-04	5.483050e-05	1.107750e-04	7.008690e-06
12.4483      	2.688420e-04	5.482790e-05	1.107620e-04	7.008910e-06
12.4491      	2.688050e-04	5.482520e-05	1.107500e-04	7.009130e-06
12.45        	2.687680e-04	5.482250e-05	1.107370e-04	7.009350e-06
12.4508      	2.687310e-04	5.481980e-05	1.107240e-04	7.009570e-06
12.4516      	2.686940e-04	5.481710e-05	1.107110e-04	7.009790e-06
12.4525      	2.686570e-04	5.481450e-05	1.106980e-04	7.010010e-06
12.4533      	2.686200e-04	5.481180e-05	1.106850e-04	7.010230e-06
12.4541      	2.685830e-04	5.480920e-05	1.106720e-04	7.010450e-06
12.455       	2.685470e-04	5.480660e-05	1.106590e-04	7.010670e-06
12.4558      	2.685100e-04	5.480330e-05	1.106460e-04	7.010890e-06
12.4567      	2.684740e-04	5.480050e-05	1.106330e-04	7.011110e-06
12.4575      	2.684370e-04	5.479760e-05	1.106200e-04	7.011330e-06
12.4583      	2.684000e-04	5.479420e-05	1.106070e-04	7.011550e-06
12.4592      	2.683630e-04	5.479110e-05	1.105940e-04	7.011770e-06
12.46        	2.683260e-04	5.478840e-05	1.105810e-04	7.011990e-06
12.4609      	2.682900e-04	5.478560e-05	1.105680e-04	7.012210e-06
12.4617      	2.682530e-04	5.478320e-05	1.105550e-04	7.012430e-06
12.4625      	2.682170e-04	5.478030e-05	1.105420e-04	7.012650e-06
12.4634      	2.681800e-04	5.477750e-05	1.105290e-04	7.012870e-06
12.4642      	2.681440e-04	5.477530e-05	1.105160e-04	7.013090e-06
12.465       	2.681070e-04	5.477210e-05	1.105030e-04	7.013310e-06
12.4659      	2.680700e-04	5.476890e-05	1.104900e-04	7.013530e-06
12.4667      	2.680340e-04	5.476590e-05	1.104770e-04	7.013750e-06
12.4676      	2.679970e-04	5.476310e-05	1.104640e-04	7.013970e-06
12.4684      	2.679600e-04	5.476030e-05	1.104510e-04	7.014190e-06
12.4692      	2.679240e-04	5.475760e-05	1.104380e-04	7.014410e-06
12.4701      	2.678880e-04	5.475490e-05	1.104250e-04	7.014630e-06
12.4709      	2.678510e-04	5.475220e-05	1.104120e-04	7.014850e-06
12.4718      	2.678150e-04	5.474960e-05	1.103990e-04	7.015080e-06
12.4726      	2.677790e-04	5.474690e-05	1.103860e-04	7.015300e-06
12.4734      	2.677420e-04	5.474410e-05	1.103730e-04	7.015520e-06
12.4743      	2.677060e-04	5.474140e-05	1.103600e-04	7.015740e-06
12.4751      	2.676700e-04	5.473870e-05	1.103460e-04	7.015960e-06
12.4759      	2.676340e-04	5.473600e-05	1.103330e-04	7.016180e-06
12.4768      	2.675980e-04	5.473320e-05	1.103200e-04	7.016400e-06
12.4776      	2.675620e-04	5.473050e-05	1.103070e-04	7.016620e-06
12.4785      	2.675260e-04	5.472770e-05	1.102940e-04	7.016840e-06
12.4793      	2.674900e-04	5.472500e-05	1.102810e-04	7.017060e-06
12.4801      	2.674540e-04	5.472230e-05	1.102680e-04	7.017280e-06
12.481       	2.674180e-04	5.471960e-05	1.102550e-04	7.017500e-06
12.4818      	2.673820e-04	5.471680e-05	1.102410e-04	7.017720e-06
